COUNTY,DATE,Housing & Shelter,Food,Utilities,Healthcare & COVID-19,Mental Health & Addictions,Employment & Income,Clothing & Household,Child Care & Parenting,Government & Legal,Transportation Assistance,Education,Disaster,Other,Total for top requests,(Housing & Shelter) Shelters,(Housing & Shelter) Low-cost housing,(Housing & Shelter) Home repair/ maintenance,(Housing & Shelter) Rent assistance,(Housing & Shelter) Mortgage assistance,(Housing & Shelter) Landlord/ tenant issues,(Housing & Shelter) Contacts,(Housing & Shelter) Other housing & shelter,(Food) Help buying food,(Food) Food pantries,(Food) Soup kitchens & Meals to-go,(Food) Feeding children,(Food) Home-delivered meals,(Food) Holiday meals,(Food) Contacts,(Food) Other food,(Utilities) Electric,(Utilities) Gas,(Utilities) Water,(Utilities) Heating fuel,(Utilities) Utility payment plans,(Utilities) Phone/internet,(Utilities) Contacts,(Utilities) Other utilities,(Healthcare & COVID-19) Health insurance,(Healthcare & COVID-19) Medical expense assistance,(Healthcare & COVID-19) Medical providers,(Healthcare & COVID-19) Dental & eye care,(Healthcare & COVID-19) Prescription medications,(Healthcare & COVID-19) Nursing homes & adult care,(Healthcare & COVID-19) Death related,(Healthcare & COVID-19) Public health & safety,(Healthcare & COVID-19) COVID testing,(Healthcare & COVID-19) COVID vaccination,(Healthcare & COVID-19) All other COVID,(Healthcare & COVID-19) Other health services,(Healthcare & COVID-19) Contacts,(Healthcare & COVID-19) Other healthcare,(Mental Health & Addictions) Substance abuse & addictions,(Mental Health & Addictions) Marriage & family,(Mental Health & Addictions) Crisis intervention & suicide,(Mental Health & Addictions) Mental health services,(Mental Health & Addictions) Mental health facilities,(Mental Health & Addictions) Other mental health & addictions,(Employment & Income) Job search,(Employment & Income) Job development,(Employment & Income) Unemployment benefits,(Employment & Income) Tax preparation,(Employment & Income) Financial assistance,(Employment & Income) Money management,(Employment & Income) Contacts,(Employment & Income) Other employment & income,(Clothing & Household) Clothing,(Clothing & Household) Personal hygiene products,(Clothing & Household) Appliances,(Clothing & Household) Home furnishings,(Clothing & Household) Thrift shops,(Clothing & Household) Seasonal/ holiday,(Clothing & Household) Contacts,(Clothing & Household) Other clothing & household,(Child Care & Parenting) Child care,(Child Care & Parenting) Parenting,(Child Care & Parenting) Family support services,(Child Care & Parenting) Other child care & parenting,(Government & Legal) Legal assistance,(Government & Legal) Child & family law,(Government & Legal) Immigration assistance,(Government & Legal) Government,(Government & Legal) Contacts,(Government & Legal) Other government & legal,(Transportation Assistance) Medical transportation,(Transportation Assistance) Public transportation,(Transportation Assistance) Automobile assistance,(Transportation Assistance) Long-distance travel,(Transportation Assistance) Ride share services,(Transportation Assistance) Bike programs,(Transportation Assistance) Contacts,(Transportation Assistance) Other transportation assistance,(Education) Early childhood education,(Education) Adult education,(Education) Literacy,(Education) ESL/ citizenship,(Education) Tutoring,(Education) School supplies,(Education) Scholarships & aid,(Education) Other education providers,(Education) Contacts,(Education) Other education,(Disaster) Food/ water,(Disaster) Housing/ shelter,(Disaster) Transportation/ fuel,(Disaster) Health/ safety,(Disaster) Financial assistance,(Disaster) Disaster relief services,(Disaster) Contacts,(Disaster) Other disaster,(Other) Agency & other contact information,(Other) Community development & enrichment,(Other) Volunteering & donations,(Other) Support & advocacy,(Other) Complaints,(Other) Special population services,(Other) Special populations,(Other) All other requests,Filled,Judgement,Population
Winnebago County,Oct 2019,115,15,42,42,26,10,17,2,30,25,1,2,37,364,27,34,9,34,3,8,0,0,0,10,2,0,1,2,0,0,28,1,7,1,0,2,2,1,2,3,8,1,0,23,0,0,0,0,0,2,3,0,12,0,3,11,0,0,6,1,0,1,2,0,0,0,4,4,1,1,3,4,0,0,1,1,0,0,11,0,0,8,11,0,5,11,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,2,4,0,2,7,0,14,64,12,170411
Florence County,Jun 2021,0,0,0,2,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4314
Jackson County,Sep 2020,9,5,1,5,8,2,2,0,2,0,0,1,3,38,4,0,0,5,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,2,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,4,1,20522
Price County,Jun 2021,3,0,1,3,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,13416
Outagamie County,May 2020,72,24,16,88,44,16,4,1,34,16,1,5,49,370,17,21,3,27,3,1,0,0,5,13,2,0,4,0,0,0,6,2,4,0,0,1,3,0,2,2,4,5,1,10,0,1,42,0,20,1,0,0,20,1,6,16,1,0,1,0,4,5,4,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,8,8,0,7,11,0,4,2,7,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,20,3,4,4,0,2,0,16,12,3,185700
Grant County,Mar 2021,15,7,8,56,11,1,0,0,4,0,0,0,2,104,1,3,0,6,3,2,0,0,1,5,0,0,0,0,0,1,6,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3,21,3,1,26,0,3,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,51733
Burnett County,Oct 2020,4,0,2,10,2,1,0,0,1,1,1,1,2,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,15289
Milwaukee County,Dec 2020,5381,1939,551,2381,2343,252,877,53,654,67,26,112,1423,16059,1677,1518,321,1472,79,285,23,6,193,1261,129,4,52,294,0,6,434,27,8,20,1,45,9,7,166,12,110,38,15,284,27,47,1069,0,347,263,2,1,273,7,527,1505,30,1,83,2,19,33,88,5,8,14,229,38,186,332,2,89,0,1,29,23,1,0,84,96,0,231,242,1,12,26,21,5,3,0,0,0,0,6,2,1,5,0,1,11,0,0,0,5,0,2,94,0,1,10,975,18,102,33,14,80,0,201,694,13,951226
Buffalo County,Apr 2021,0,1,0,16,0,0,0,0,2,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13126
Waupaca County,Mar 2021,13,3,8,61,13,17,1,0,13,0,0,3,9,141,0,1,0,11,0,1,0,0,0,3,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,20,1,3,30,0,2,2,3,4,2,0,0,0,2,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,1,5,0,51245
Calumet County,Apr 2020,23,17,5,19,7,11,1,2,11,3,0,1,16,116,4,4,0,15,0,0,0,0,5,8,0,0,3,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,1,8,0,0,0,0,8,0,0,0,1,0,1,5,0,0,0,0,3,0,7,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,2,0,0,8,0,1,49928
Milwaukee County,Jul 2019,3738,2318,589,575,1870,185,872,63,580,72,48,31,849,11790,2422,552,110,406,10,227,5,6,197,1681,281,121,26,0,0,12,510,11,4,2,10,32,11,9,115,8,81,32,15,271,12,0,0,0,0,36,5,0,257,2,656,935,20,0,94,2,4,18,47,14,6,0,188,65,289,345,4,0,0,1,33,30,0,0,111,118,0,195,156,0,19,30,22,1,0,0,0,0,2,2,1,0,0,33,1,9,0,0,0,25,0,1,0,0,3,2,368,31,78,36,13,95,0,228,1321,104,951226
Trempealeau County,Sep 2020,8,2,8,7,11,3,1,0,5,0,1,0,3,49,1,0,0,5,2,0,0,0,1,1,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,2,0,2,7,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,4,29499
Bayfield County,Dec 2020,1,0,0,3,2,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14993
Chippewa County,Nov 2020,33,7,7,19,11,4,4,0,5,2,0,4,8,104,6,4,0,20,1,2,0,0,5,2,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2,1,3,0,1,0,0,1,4,0,5,2,0,0,4,0,5,1,1,0,0,0,1,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,1,0,0,0,1,0,0,4,1,63892
Walworth County,Oct 2019,16,2,17,1,12,0,5,0,4,1,0,0,5,63,5,2,5,3,0,1,0,0,0,2,0,0,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,23,0,103074
Dunn County,Aug 2020,15,0,8,7,10,2,0,0,9,2,0,2,2,57,2,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,3,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,4,0,44759
Washburn County,Dec 2019,2,0,1,0,2,1,0,0,1,2,0,0,2,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,15688
Vernon County,Dec 2019,7,4,1,3,56,1,0,0,1,2,0,1,4,80,1,0,3,2,0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,7,0,44,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,0,30633
St. Croix County,Nov 2020,40,9,11,19,16,2,8,0,2,6,0,2,17,132,6,4,1,21,1,2,0,5,0,7,1,0,1,0,0,0,5,2,1,0,0,3,0,0,5,0,1,0,1,0,0,1,6,0,5,0,0,0,12,0,1,3,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,2,0,0,3,0,3,10,2,88732
Monroe County,Oct 2020,33,5,5,18,21,5,2,1,6,5,0,1,16,118,5,4,1,22,0,1,0,0,0,4,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,2,0,2,0,4,5,0,1,2,0,0,5,2,9,5,0,0,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,4,0,0,1,0,8,4,0,45771
Calumet County,Apr 2021,13,5,1,72,9,4,2,0,10,4,0,2,17,139,3,1,0,9,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,11,0,0,8,28,0,1,20,0,4,0,0,4,1,0,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,1,1,0,0,0,0,6,1,49928
Pierce County,Sep 2020,13,0,12,15,9,2,0,0,3,0,0,0,9,63,1,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,2,0,0,1,0,0,0,0,1,0,2,5,0,2,4,0,0,6,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,2,5,1,41977
Brown County,Sep 2020,201,31,55,209,57,35,40,1,49,28,7,20,73,806,62,39,9,78,3,9,1,0,8,18,0,1,3,0,0,1,29,4,12,3,0,4,3,0,11,1,9,5,0,7,1,3,144,0,11,17,0,0,25,0,16,13,2,1,6,0,9,5,8,2,0,5,17,9,7,5,0,0,0,2,1,0,0,0,10,2,1,18,18,0,3,6,18,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,16,0,0,3,28,5,5,9,1,4,0,21,65,8,261368
Ashland County,Sep 2019,3,0,3,0,0,0,0,0,1,2,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15617
Waupaca County,Mar 2020,25,11,3,22,9,12,5,1,3,1,0,0,17,109,3,0,1,15,4,2,0,0,1,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,2,4,1,0,2,0,0,0,0,9,1,0,0,3,0,2,4,0,0,3,0,1,4,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,6,4,1,51245
Buffalo County,Apr 2020,4,3,4,6,1,2,0,0,2,0,1,0,4,27,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,13126
Grant County,Mar 2020,10,8,7,9,7,4,0,0,1,2,0,1,7,56,2,1,3,3,0,1,0,0,2,4,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,3,0,2,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,5,1,51733
Outagamie County,May 2021,78,6,7,84,33,8,4,2,38,8,0,5,41,314,17,31,3,22,2,3,0,0,4,2,0,0,0,0,0,0,4,0,1,0,0,1,1,0,1,2,2,0,0,15,0,0,7,16,4,7,30,0,15,0,2,16,0,0,1,0,0,1,5,1,0,0,2,0,1,1,0,0,0,0,2,0,0,0,5,2,2,5,24,0,2,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,33,0,1,0,0,3,0,4,29,5,185700
Washburn County,Jul 2020,2,0,0,7,3,1,0,0,0,1,0,0,1,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,15688
Vernon County,Jul 2020,3,0,8,13,12,1,0,0,5,0,0,0,5,47,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,1,0,3,0,0,3,0,1,2,0,2,1,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,30633
Dunn County,Feb 2020,8,0,1,1,6,6,0,3,2,2,0,1,3,33,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,4,1,44759
Price County,Jun 2020,5,3,4,0,0,0,0,0,0,1,0,0,0,13,0,0,0,5,0,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13416
Florence County,Jun 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4314
Jefferson County,Nov 2020,38,8,1,71,15,1,3,1,4,1,0,1,10,154,5,4,0,25,0,4,0,0,1,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,5,0,3,0,2,4,0,0,52,0,5,0,0,0,10,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,2,6,3,84701
Sheboygan County,May 2021,43,3,15,17,15,3,1,0,5,5,0,1,7,115,7,11,1,23,0,1,0,0,2,1,0,0,0,0,0,0,11,2,0,0,0,1,1,0,1,0,0,0,0,2,0,0,2,3,1,1,7,0,7,0,4,4,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,1,14,1,115178
Barron County,Nov 2019,5,1,7,1,6,2,1,0,0,2,0,0,2,27,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,5,45229
Buffalo County,Jun 2021,2,0,0,7,3,2,0,0,1,1,0,0,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13126
Eau Claire County,Feb 2020,25,7,6,12,49,12,7,1,37,4,0,1,36,197,6,8,0,7,0,2,2,0,0,5,1,0,1,0,0,0,3,2,0,0,0,1,0,0,3,0,4,0,1,4,0,0,0,0,0,0,0,0,13,0,32,3,1,0,1,0,0,8,2,1,0,0,3,2,1,0,1,0,0,0,1,0,0,0,7,0,0,8,22,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0,4,1,6,0,18,22,4,103514
Polk County,Aug 2019,5,1,4,5,4,0,0,0,5,3,0,28,8,63,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,3,0,2,0,1,0,0,2,7,0,43438
Wood County,Jul 2020,33,9,15,23,10,10,5,1,8,8,18,4,23,167,8,2,1,17,2,3,0,0,3,6,0,0,0,0,0,0,9,2,3,0,0,1,0,0,1,2,1,0,0,3,2,2,2,0,9,1,0,0,5,1,1,3,0,0,0,0,2,6,2,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,3,0,1,0,6,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,1,12,1,1,3,0,1,0,5,21,5,73112
Price County,Apr 2021,3,0,4,9,3,0,0,0,1,2,0,1,0,23,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13416
Bayfield County,Mar 2020,2,1,3,2,0,1,0,0,0,0,0,0,2,11,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,14993
