"","COUNTY","DATE","Housing & Shelter","Food","Utilities","Healthcare & COVID-19","Mental Health & Addictions","Employment & Income","Clothing & Household","Child Care & Parenting","Government & Legal","Transportation Assistance","Education","Disaster","Other","Total for top requests","(Housing & Shelter) Shelters","(Housing & Shelter) Low-cost housing","(Housing & Shelter) Home repair/ maintenance","(Housing & Shelter) Rent assistance","(Housing & Shelter) Mortgage assistance","(Housing & Shelter) Landlord/ tenant issues","(Housing & Shelter) Contacts","(Housing & Shelter) Other housing & shelter","(Food) Help buying food","(Food) Food pantries","(Food) Soup kitchens & Meals to-go","(Food) Feeding children","(Food) Home-delivered meals","(Food) Holiday meals","(Food) Contacts","(Food) Other food","(Utilities) Electric","(Utilities) Gas","(Utilities) Water","(Utilities) Heating fuel","(Utilities) Utility payment plans","(Utilities) Phone/internet","(Utilities) Contacts","(Utilities) Other utilities","(Healthcare & COVID-19) Health insurance","(Healthcare & COVID-19) Medical expense assistance","(Healthcare & COVID-19) Medical providers","(Healthcare & COVID-19) Dental & eye care","(Healthcare & COVID-19) Prescription medications","(Healthcare & COVID-19) Nursing homes & adult care","(Healthcare & COVID-19) Death related","(Healthcare & COVID-19) Public health & safety","(Healthcare & COVID-19) COVID testing","(Healthcare & COVID-19) COVID vaccination","(Healthcare & COVID-19) All other COVID","(Healthcare & COVID-19) Other health services","(Healthcare & COVID-19) Contacts","(Healthcare & COVID-19) Other healthcare","(Mental Health & Addictions) Substance abuse & addictions","(Mental Health & Addictions) Marriage & family","(Mental Health & Addictions) Crisis intervention & suicide","(Mental Health & Addictions) Mental health services","(Mental Health & Addictions) Mental health facilities","(Mental Health & Addictions) Other mental health & addictions","(Employment & Income) Job search","(Employment & Income) Job development","(Employment & Income) Unemployment benefits","(Employment & Income) Tax preparation","(Employment & Income) Financial assistance","(Employment & Income) Money management","(Employment & Income) Contacts","(Employment & Income) Other employment & income","(Clothing & Household) Clothing","(Clothing & Household) Personal hygiene products","(Clothing & Household) Appliances","(Clothing & Household) Home furnishings","(Clothing & Household) Thrift shops","(Clothing & Household) Seasonal/ holiday","(Clothing & Household) Contacts","(Clothing & Household) Other clothing & household","(Child Care & Parenting) Child care","(Child Care & Parenting) Parenting","(Child Care & Parenting) Family support services","(Child Care & Parenting) Other child care & parenting","(Government & Legal) Legal assistance","(Government & Legal) Child & family law","(Government & Legal) Immigration assistance","(Government & Legal) Government","(Government & Legal) Contacts","(Government & Legal) Other government & legal","(Transportation Assistance) Medical transportation","(Transportation Assistance) Public transportation","(Transportation Assistance) Automobile assistance","(Transportation Assistance) Long-distance travel","(Transportation Assistance) Ride share services","(Transportation Assistance) Bike programs","(Transportation Assistance) Contacts","(Transportation Assistance) Other transportation assistance","(Education) Early childhood education","(Education) Adult education","(Education) Literacy","(Education) ESL/ citizenship","(Education) Tutoring","(Education) School supplies","(Education) Scholarships & aid","(Education) Other education providers","(Education) Contacts","(Education) Other education","(Disaster) Food/ water","(Disaster) Housing/ shelter","(Disaster) Transportation/ fuel","(Disaster) Health/ safety","(Disaster) Financial assistance","(Disaster) Disaster relief services","(Disaster) Contacts","(Disaster) Other disaster","(Other) Agency & other contact information","(Other) Community development & enrichment","(Other) Volunteering & donations","(Other) Support & advocacy","(Other) Complaints","(Other) Special population services","(Other) Special populations","(Other) All other requests"
"31","Grant","Jun 1, 2020-Jun 30, 2020",18,15,10,11,3,11,0,0,2,2,0,6,7,85,1,4,0,11,2,0,0,0,4,10,0,1,0,0,0,0,8,0,1,0,0,1,0,0,0,1,2,0,0,2,0,1,4,0,1,0,0,0,2,0,1,0,0,0,1,0,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,1,0,2
"32","Richland","Jun 1, 2020-Jun 30, 2020",6,2,3,1,6,2,0,0,3,0,0,1,0,24,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"33","Lincoln","Apr 1, 2020-Apr 30, 2020",3,0,3,8,1,5,1,0,6,0,0,2,5,34,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,1
"34","Waukesha","Jun 1, 2020-Jun 30, 2020",138,27,20,271,341,30,7,3,82,11,0,18,60,1008,42,35,3,49,1,7,0,1,8,16,1,0,2,0,0,0,12,1,1,1,0,5,0,0,6,0,10,3,2,11,2,12,162,0,44,18,0,1,43,0,85,213,0,0,4,0,8,14,2,2,0,0,2,1,1,2,0,0,0,1,1,2,0,0,2,51,2,20,5,2,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,42,1,3,3,0,7,0,4
"35","Door","Mar 1, 2020-Mar 31, 2020",9,4,1,9,1,5,0,0,0,0,0,0,6,35,3,0,0,5,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2
"36","Dunn","Jan 1, 2021-Jan 31, 2021",21,1,5,14,7,4,0,0,1,6,0,1,2,62,2,3,0,15,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,3,7,1,0,0,0,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"37","Forest","Feb 1, 2021-Feb 28, 2021",2,0,0,1,1,0,2,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Waushara","Apr 1, 2020-Apr 30, 2020",7,1,5,5,4,0,2,0,1,0,0,0,2,27,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"39","Kewaunee","May 1, 2021-May 31, 2021",0,0,1,25,1,0,0,0,2,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,3,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"40","Polk","Oct 1, 2021-Oct 31, 2021",15,7,11,29,7,2,4,1,2,5,2,0,12,97,3,1,2,6,2,1,0,0,3,2,0,0,2,0,0,0,6,1,2,2,0,0,0,0,3,1,1,0,0,1,0,1,8,2,9,0,3,0,3,0,3,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,7
"41","Iron","Apr 1, 2021-Apr 30, 2021",0,0,1,0,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"42","Douglas","Sep 1, 2019-Sep 30, 2019",11,0,1,5,3,0,0,0,1,3,1,1,7,33,4,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,4
"43","Taylor","Feb 1, 2021-Feb 28, 2021",0,1,3,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"44","Winnebago","Aug 1, 2020-Aug 31, 2020",121,37,21,188,42,14,5,1,47,23,9,7,38,553,23,17,1,66,5,6,0,3,14,17,1,0,4,0,0,1,13,1,4,2,0,1,0,0,6,3,11,1,2,16,0,1,128,0,11,9,0,0,17,0,11,12,2,0,3,0,0,0,5,4,0,2,2,2,0,1,0,0,0,0,0,1,0,0,12,3,0,10,20,2,3,11,8,0,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,6,0,0,1,16,2,3,2,1,3,0,11
"45","Waushara","Jun 1, 2021-Jun 30, 2021",7,0,2,8,9,2,0,0,2,1,0,1,4,36,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,3,0,2,0,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3
"46","Manitowoc","Nov 1, 2019-Nov 30, 2019",17,4,3,7,5,1,2,5,7,6,0,0,2,59,3,2,2,7,1,2,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,2,3,0,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"47","Rock","Sep 1, 2019-Sep 30, 2019",139,20,97,20,34,8,24,1,23,28,1,0,46,441,38,32,5,51,1,12,0,0,2,15,3,0,0,0,0,0,89,2,1,4,0,0,1,0,4,0,1,1,0,12,0,0,0,0,0,2,0,0,29,0,4,1,0,0,2,0,1,0,4,0,1,0,14,5,2,3,0,0,0,0,1,0,0,0,7,3,0,6,7,0,5,5,16,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,9,6,0,10
"48","Juneau","Sep 1, 2020-Sep 30, 2020",9,6,1,6,8,1,0,0,2,0,0,1,5,39,1,1,0,5,0,2,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,1
"49","Washington","Sep 1, 2019-Sep 30, 2019",19,5,7,4,21,1,2,0,1,1,0,0,6,67,5,4,0,8,0,2,0,0,3,2,0,0,0,0,0,0,4,0,0,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3
"50","Green Lake","May 1, 2020-May 31, 2020",1,1,4,6,0,0,1,0,0,0,0,0,3,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"51","Iron","Jun 1, 2020-Jun 30, 2020",2,0,1,0,0,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Columbia","Sep 1, 2021-Sep 30, 2021",18,2,4,20,10,0,1,0,0,3,0,1,11,70,9,2,3,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,2,2,1,2,4,2,0,5,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,7
"53","Burnett","Aug 1, 2019-Aug 31, 2019",3,0,1,2,3,0,1,0,0,0,0,0,1,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"54","Marinette","May 1, 2020-May 31, 2020",2,6,2,20,1,2,0,0,5,1,0,0,3,42,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,16,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"55","Richland","Apr 1, 2021-Apr 30, 2021",6,0,1,6,3,0,0,0,2,0,0,0,2,20,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"56","Lincoln","Jun 1, 2021-Jun 30, 2021",13,2,8,12,5,2,1,0,1,4,0,2,1,51,2,4,1,5,1,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,1,3,0,0,0,0,0,3,0,0,5,0,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"57","Eau Claire","Jan 1, 2021-Jan 31, 2021",42,7,27,68,96,26,1,1,20,6,0,2,16,312,10,7,2,18,3,2,0,0,3,3,1,0,0,0,0,0,20,1,1,3,0,2,0,0,4,2,0,1,0,6,1,7,12,19,9,7,0,0,20,2,61,12,1,0,1,0,4,14,3,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4,15,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,4,1,2,0,4
"58","Waukesha","Apr 1, 2021-Apr 30, 2021",167,10,19,378,373,14,5,3,108,7,0,5,98,1187,59,47,4,32,5,19,1,0,5,3,1,0,1,0,0,0,11,2,1,3,0,2,0,0,7,2,6,1,1,15,0,0,25,127,23,13,158,0,42,0,125,201,5,0,2,0,4,6,1,0,1,0,2,1,0,2,0,0,0,0,3,0,0,0,26,40,2,20,19,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,59,2,5,8,3,12,0,9
"59","Walworth","Aug 1, 2021-Aug 31, 2021",46,1,15,33,33,2,1,0,1,2,0,4,20,158,18,11,1,13,2,1,0,0,1,0,0,0,0,0,0,0,9,1,4,1,0,0,0,0,2,1,0,0,0,2,0,0,5,7,2,2,12,0,19,2,6,6,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,15,0,2,0,0,0,0,3
"60","Winnebago","Feb 1, 2020-Feb 29, 2020",66,21,6,39,26,31,5,1,25,15,1,1,42,279,17,19,2,24,2,2,0,0,3,17,1,0,0,0,0,0,4,0,1,0,0,0,1,0,4,0,7,9,2,15,0,0,0,0,1,1,0,0,12,0,3,10,1,0,4,1,0,23,2,1,0,0,3,1,0,1,0,0,0,0,1,0,0,0,6,1,0,5,13,0,1,8,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,3,5,7,1,3,0,14
"61","Sauk","Jul 1, 2021-Jul 31, 2021",5,1,3,8,7,2,1,0,1,2,0,1,1,32,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,0,4,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"62","Ozaukee","Jan 1, 2021-Jan 31, 2021",13,1,3,70,28,1,1,0,5,0,0,0,8,130,3,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,4,0,0,4,0,8,28,17,4,1,0,0,2,0,12,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2
"63","Dodge","Oct 1, 2020-Oct 31, 2020",34,5,10,83,10,8,1,0,5,4,0,2,13,175,0,8,1,23,2,0,0,0,1,3,0,0,0,1,0,0,6,0,3,0,0,1,0,0,1,2,1,0,1,4,1,2,58,0,10,3,0,0,4,0,2,3,1,0,2,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,2,0,3
"64","Clark","Oct 1, 2021-Oct 31, 2021",15,0,6,3,2,0,0,0,3,2,0,2,4,37,3,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
"65","Iron","Jul 1, 2019-Jul 31, 2019",0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","Menominee","Feb 1, 2020-Feb 29, 2020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67","Jefferson","Sep 1, 2019-Sep 30, 2019",10,10,7,11,16,0,2,0,2,2,2,0,6,68,2,1,0,5,2,0,0,0,3,5,0,0,2,0,0,0,6,0,1,0,0,0,0,0,1,1,3,2,1,2,0,0,0,0,0,1,0,0,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
"68","Shawano","Aug 1, 2021-Aug 31, 2021",12,0,3,17,12,4,0,0,1,0,0,6,6,61,4,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,2,1,7,0,3,0,3,4,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3
"69","Menominee","Aug 1, 2020-Aug 31, 2020",0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Oneida","Oct 1, 2019-Oct 31, 2019",36,3,10,10,11,8,6,0,2,8,0,0,12,106,4,8,5,14,4,1,0,0,0,2,1,0,0,0,0,0,7,1,0,0,0,2,0,0,1,0,3,1,1,3,0,0,0,0,0,1,0,0,9,0,1,1,0,0,3,1,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,6
"71","Iron","Dec 1, 2020-Dec 31, 2020",2,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"72","Richland","Mar 1, 2021-Mar 31, 2021",2,1,1,4,8,2,2,1,0,0,0,1,0,22,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,5,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"73","St. Croix","Sep 1, 2019-Sep 30, 2019",15,4,5,1,9,0,1,1,5,1,1,0,5,48,3,1,0,9,0,1,0,1,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"74","Ashland","Nov 1, 2020-Nov 30, 2020",5,4,3,2,5,0,0,0,0,0,0,0,1,20,2,0,0,3,0,0,0,0,0,2,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"75","Brown","Nov 1, 2019-Nov 30, 2019",83,52,25,32,28,11,20,3,48,25,6,2,44,379,27,12,4,38,1,1,0,0,4,27,0,0,2,19,0,0,10,6,4,1,0,3,0,1,9,0,8,6,0,4,1,0,0,0,0,2,2,0,12,0,6,9,1,0,2,0,0,2,5,2,0,0,3,0,4,3,0,10,0,0,2,1,0,0,15,4,1,10,18,0,3,4,18,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,14,4,6,0,1,7,0,12
"76","Door","Jun 1, 2021-Jun 30, 2021",6,1,2,6,6,0,3,0,2,0,0,1,0,27,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
